PDB_ID,peptide_chain_ID,peptide_length,number_of_atoms_in_peptide,protein_chain_ID,number_of_atoms_in_protein,number_of_atom_contacts_between_peptide_and_protein,unknown,noncanonical_peptide,resolution,molecular_type
6eiw,D,24,204,B,1590,63,0,0,3.9,prot
6fzu,P,9,70,A,2005,50,0,0,1.8,prot
6g05,P,8,60,A,2005,41,0,0,1.9,prot
6g07,P,9,70,A,2005,48,0,0,1.66,prot
6ghd,G,45,375,D,686,43,0,0,2.1,prot
6gws,D,21,174,C,1956,111,0,0,2.9,prot
6gws,E,22,180,B,1963,120,0,0,2.9,prot
6gws,F,23,184,A,1963,122,0,0,2.9,prot
6h06,I,10,77,H,1628,45,0,1,2.63,prot
6h0e,I,9,69,H,1636,44,0,1,1.95,prot
5nbm,G,17,85,D,2841,26,0,0,3.4,prot
5nbm,H,16,80,C,2841,23,0,0,3.4,prot
5ni5,C,12,104,A,2047,65,0,0,2.3,prot
5ni7,C,12,104,A,2055,65,0,0,2.45,prot
5ni8,C,10,85,A,2055,59,0,0,1.94,prot
5nib,C,10,85,A,2055,57,0,0,1.82,prot
5oj5,B,6,48,A,2424,35,0,0,1.08,prot
5ojr,E,18,129,A,2407,115,0,0,1.96,prot
5ojr,F,17,123,B,2427,93,0,0,1.96,prot
5ok3,D,18,147,A,2815,92,0,1,1.59,prot
5ok6,C,14,121,B,1774,78,0,1,1.3,prot
5ok6,D,12,107,A,1793,70,0,1,1.3,prot
5ol3,D,18,139,A,2740,88,0,1,1.58,prot
5onj,D,6,54,A,1580,53,0,1,1.7,prot
5onp,B,5,29,A,2428,29,0,0,1.34,prot
5onq,B,5,29,A,2425,29,0,0,1.17,prot
5xxq,C,10,87,B,2990,69,0,0,1.9,prot
5xzf,C,10,82,A,1902,58,0,0,2.1,prot
5xzh,C,11,90,A,1914,66,0,0,2,prot
5y21,C,12,109,A,1065,54,0,0,1.77,prot
5y21,D,9,82,B,1065,53,0,0,1.77,prot
5y28,G,4,20,A,1872,17,0,0,3.09,prot
5y2d,C,5,25,F,55,22,0,0,3.7,prot
5y2d,D,10,54,E,40,9,0,0,3.7,prot
5y2d,F,11,55,C,25,19,0,0,3.7,prot
5y53,D,8,65,B,1065,40,0,0,1.6,prot
5y53,F,7,60,E,1065,42,0,0,1.6,prot
5yba,B,6,54,A,1332,49,0,0,2.06,prot
5yba,D,5,41,C,1350,27,0,0,2.06,prot
5ye3,C,9,61,B,1586,48,0,1,1.7,prot
5ye4,E,8,55,B,1653,47,0,1,1.8,prot
5yf4,B,11,89,A,1014,58,0,1,1.9,prot
5yu6,E,13,66,A,8549,31,0,0,3,prot
5yv5,B,14,82,A,4117,58,0,0,2.1,prot
5yy4,B,8,78,A,1821,54,0,1,1.59,prot
5z8l,P,8,60,A,1614,51,0,1,2,prot
5z8n,P,5,43,A,1463,42,0,1,3.1,prot
5z8n,Q,7,55,B,1459,53,0,1,3.1,prot
5znp,P,8,66,A,1489,55,0,1,2.8,prot
5znp,Q,9,76,B,1494,64,0,1,2.8,prot
5znr,P,16,108,A,1461,65,0,1,3.2,prot
5zwe,C,11,91,A,1890,64,0,0,2.72,prot
5zwf,C,11,87,A,1859,62,0,0,2.1,prot
5zwh,C,11,84,A,1843,57,0,0,2.38,prot
5zwi,C,11,91,A,1905,63,0,0,2.4,prot
6am5,C,10,68,A,2247,66,0,0,2.39,prot
6amt,C,10,82,A,2237,64,0,0,2.5,prot
6amu,C,10,82,A,2203,76,0,0,2.15,prot
6atv,M,15,114,A,493,72,0,1,1.75,prot
6bga,E,6,48,D,1966,38,0,0,2.31,prot
6bj2,C,9,70,A,2128,67,0,0,3.35,prot
6bj3,C,9,71,A,2240,66,0,0,1.9,prot
6bj8,C,9,69,A,2241,65,0,0,1.75,prot
6bra,S,8,60,B,756,53,0,0,1.11,prot
6buu,F,10,112,A,2649,99,0,1,2.4,prot
6bvb,H,14,105,V,1176,70,0,1,2,prot
6c0i,F,10,112,A,2649,99,0,1,0,
6cce,G,19,95,C,8269,30,0,0,3.05,prot-nuc
6ccv,G,17,85,C,8262,25,0,0,3.05,prot-nuc
6chg,J,3,24,C,1134,24,0,0,2.98,prot
6dub,E,5,36,A,1723,33,0,1,1.2,prot
6.00E+10,0,15,75,6,5759,22,0,0,4.16,prot
6.00E+11,0,6,30,1,5752,17,0,0,4.23,prot
6.00E+49,D,17,141,B,2003,46,0,0,2.9,prot
6.00E+49,E,8,58,A,2003,36,0,0,2.9,prot
6esn,C,12,104,A,2055,65,0,0,1.84,prot
6f2r,1,5,25,Q,443,22,0,0,3.9,prot
6f2r,W,12,60,Q,443,8,0,0,3.9,prot
6fdp,B,9,74,A,938,67,0,0,-1,prot
6fdt,B,9,66,A,938,50,0,0,-1,prot
6fgr,B,6,51,A,51,20,0,0,1.5,prot
6fhd,B,6,60,A,60,52,0,0,1.85,prot
6fmp,C,8,61,B,2190,48,1,1,2.92,prot
6fmq,D,7,56,B,2191,45,0,1,2.1,prot
6ggm,P,9,72,A,2231,69,0,0,2.73,prot
6gh1,Q,9,69,C,2231,58,0,1,2.1,prot
6gh4,P,9,70,A,2231,61,0,0,2.16,prot
6ghn,P,9,71,A,2197,68,0,0,2.54,prot
6ghp,P,5,49,A,1769,46,0,1,1.95,prot
6gl1,P,9,74,A,2231,67,0,0,2.62,prot
6gmr,H,16,133,V,1199,95,0,1,1.75,prot
6gy5,U,11,85,A,2145,51,0,0,1.09,prot
6h8p,C,6,43,A,2785,42,0,1,1.98,prot
5ou9,C,21,129,D,129,104,0,1,2.5,prot
5oxx,B,29,233,A,649,189,0,0,1.74,prot
5oxz,B,33,268,A,739,225,0,0,1.2,prot
5v1u,E,16,121,A,665,103,0,0,2.05,prot
5v1v,C,17,145,A,688,114,0,0,1.35,prot
5y9r,A,45,339,B,316,25,0,1,2.2,prot
5y9r,B,40,316,D,326,85,0,0,2.2,prot
5y9r,D,44,326,B,316,98,0,0,2.2,prot
5ypu,B,22,167,A,2748,92,0,1,2,prot
5zcx,A,31,245,W,263,97,0,0,2.3,prot
5zcx,B,27,196,P,244,78,0,0,2.3,prot
5zcx,C,29,230,Q,271,94,0,0,2.3,prot
5zcx,W,34,263,A,245,88,0,1,2.3,prot
5zcx,Q,33,271,C,230,91,0,1,2.3,prot
5zet,7,37,298,G,1348,11,0,0,3.2,prot-nuc
5zet,8,23,189,B,2501,12,0,0,3.2,prot-nuc
6b7g,B,33,260,A,580,78,0,0,-1,prot
6bkk,A,25,192,B,195,71,0,0,2,prot
6bkk,B,26,195,C,195,76,0,1,2,prot
6bkl,A,24,186,D,180,58,0,0,2,prot
6bkl,B,23,180,A,186,57,0,0,2,prot
6bmz,A,25,187,D,181,60,0,1,2.63,prot
6bmz,B,24,181,A,187,58,0,1,2.63,prot
6boc,A,27,196,B,196,42,0,1,2.25,prot
6bx3,M,42,328,N,304,103,0,0,4.3,prot
6bx3,N,40,304,M,328,77,0,0,4.3,prot
6c0h,C,14,95,A,897,59,0,1,1.9,prot
6c48,C,28,220,B,433,81,0,1,2.32,prot
6d1u,D,14,96,A,4360,81,0,1,2.05,prot
6dad,C,25,200,A,1067,104,0,0,1.65,prot
6dae,C,23,202,A,1105,116,0,0,2,prot
6daf,C,19,154,A,1045,110,0,0,2.4,prot
6dei,C,24,190,A,879,79,0,0,1.7,prot
6dei,D,17,134,B,853,80,0,0,1.7,prot
6dju,N,26,130,B,4657,38,0,0,3.8,prot
6djv,N,26,130,C,4678,32,0,0,3.9,prot
6dmx,C,25,202,D,681,85,0,0,2.8,prot
6dmx,A,24,201,B,706,85,0,0,2.8,prot
6dnq,C,26,207,D,719,82,1,0,2.35,prot
6dnq,A,24,198,B,719,83,0,0,2.35,prot
6dsl,A,33,263,B,953,162,0,0,-1,prot
6dzp,f,37,299,G,1348,13,0,0,3.42,prot-nuc
6dzp,3,23,189,B,2522,34,0,0,3.42,prot-nuc
6e3i,B,23,166,A,1228,94,0,1,1.48,prot
6e3j,B,23,169,A,1228,94,0,1,1.48,prot
6e3y,P,35,240,R,2813,183,0,1,3.3,prot
6e8r,C,20,146,A,1166,78,0,0,2.27,prot
6ef3,s,38,253,I,2871,35,1,0,4.17,prot
6ekj,B,22,161,A,1676,94,0,0,1.6,prot
6ekl,B,22,161,A,1640,92,0,0,1.6,prot
6ekm,B,25,199,A,1619,130,0,0,2.76,prot
6f0w,S,18,141,A,1712,105,0,0,1.3,prot
6f5p,G,12,97,A,5736,55,0,1,4.14,prot
6fey,G,20,116,B,1521,40,0,0,3.48,prot
6fey,H,19,121,B,1521,35,0,0,3.48,prot
6fey,J,14,74,A,1477,31,0,0,3.48,prot
6g04,B,26,202,A,1261,120,0,0,-1,prot
6g65,A,32,221,B,221,87,0,1,1.15,prot
6g66,A,31,224,B,224,93,0,1,1.6,prot
6g66,C,32,225,B,224,93,0,1,1.6,prot
6g67,A,32,229,B,229,94,0,1,1.77,prot
6g68,A,31,232,F,232,101,0,1,1.95,prot
6g68,C,30,229,D,232,98,0,0,1.95,prot
6g69,A,30,230,B,230,100,0,0,2.2,prot
6g69,D,31,233,C,230,105,0,1,2.2,prot
6g6a,A,30,225,B,225,92,1,0,2.7,prot
6g6a,C,29,221,B,225,91,0,0,2.7,prot
6g6b,A,30,226,B,222,90,0,0,2.3,prot
6g6b,B,29,222,A,226,85,0,0,2.3,prot
6g6c,A,31,229,B,230,100,0,1,1.55,prot
6g6c,B,32,230,C,229,101,0,1,1.55,prot
6g6c,D,30,226,E,230,112,0,0,1.55,prot
6g6d,A,31,232,B,232,102,0,1,2.05,prot
6g6d,C,30,229,B,232,92,0,0,2.05,prot
6g6e,A,32,229,B,228,102,0,1,1.26,prot
6g6e,B,31,228,C,228,101,0,1,1.26,prot
6g6f,A,32,241,B,240,105,0,1,1.7,prot
6g6f,B,31,240,C,241,118,0,1,1.7,prot
6g6f,D,30,236,C,241,108,0,1,1.7,prot
6g6g,A,31,240,B,241,83,0,1,1.7,prot
6g6g,B,32,241,A,240,91,0,1,1.7,prot
6g6g,E,30,237,D,241,92,0,0,1.7,prot
6g6h,A,35,289,E,289,115,0,1,1.7,prot
6g6h,C,34,288,B,289,113,0,1,1.7,prot
6gcs,e,45,226,5,4599,59,0,0,4.32,prot
6ge3,L,40,316,A,1679,133,0,0,1.85,prot
6ge4,L,40,316,A,1710,139,0,0,1.97,prot
6ge5,L,40,316,A,1678,135,0,0,2.05,prot
6ge6,L,40,316,A,1753,136,0,0,1.8,prot
6gec,L,41,318,A,1704,143,0,1,1.7,prot
6gee,L,41,318,A,1700,143,0,1,1.96,prot
6geg,L,41,318,A,1678,140,0,1,2.23,prot
6gei,L,41,318,A,1757,138,0,1,1.65,prot
6gek,L,34,273,A,1666,118,0,0,2.28,prot
6gn7,L,33,263,H,2083,153,0,0,2.8,prot-nuc
6h9o,B,24,202,A,1587,111,0,1,2.8,prot
6hm3,B,25,186,A,1473,56,0,1,1.77,prot
5ot3,D,18,137,A,2654,88,0,1,2.04,prot
5otg,D,18,135,A,2771,83,0,0,1.73,prot
5ou8,C,15,95,D,95,80,0,1,2.5,prot
5oua,B,18,139,A,2793,90,0,1,1.67,prot
5ouc,E,18,140,A,2778,86,0,1,1.46,prot
5ous,B,18,136,A,2680,82,0,0,2.21,prot
5oxw,H,11,80,A,591,75,0,0,2.61,prot
5v3r,B,13,104,A,2803,46,0,0,1.91,prot
5vud,C,9,71,A,2222,63,0,0,2,prot
5vue,C,9,76,A,2222,68,0,0,1.8,prot
5vuf,C,9,74,A,2222,66,0,0,1.9,prot
5vvp,C,9,71,A,2228,66,0,0,2,prot
5vwd,C,9,76,A,2242,72,0,0,1.8,prot
5vwf,C,9,74,A,2228,69,0,0,1.8,prot
5vwh,C,9,71,A,2244,63,0,0,1.65,prot
5vwj,C,9,76,A,2229,69,0,0,2,prot
5w2j,F,14,90,B,3209,40,0,0,2.5,prot
5wa1,B,13,106,A,2811,54,0,0,1.87,prot
5wfv,P,9,74,A,2181,51,0,0,1.91,prot
5wg1,P,9,71,A,2142,49,0,0,2.02,prot
5y24,C,6,40,A,2871,40,0,0,1.92,prot
5ycn,B,11,101,A,2105,67,0,0,2.15,prot
5ycp,B,11,101,A,2105,67,0,0,2,prot
5z5s,C,10,76,A,2076,56,0,0,1.8,prot
5z6s,C,10,76,A,2076,56,0,0,1.8,prot
5zms,F,4,44,B,1137,38,0,1,1.8,prot
5zob,I,5,58,B,1156,47,0,1,2,prot
5zop,A,12,90,G,2889,52,0,0,2.7,prot
5zvw,B,6,40,A,2755,38,0,0,2.29,prot
5zw6,C,6,40,A,3229,40,0,0,2.05,prot
6a5w,B,12,107,A,1862,68,0,0,2.88,prot
6a5x,B,11,99,A,1883,70,0,1,2.6,prot
6a5y,B,10,90,A,1878,64,0,0,2.1,prot
6a5y,F,13,111,D,1667,75,0,0,2.1,prot
6a5z,E,15,127,A,1808,75,0,0,2.95,prot
6a5z,F,11,94,D,1677,57,0,0,2.95,prot
6a60,B,8,71,A,1808,39,0,0,3.05,prot
6a60,F,11,101,D,1658,70,0,0,3.05,prot
6aif,B,8,53,A,2294,53,0,0,2.3,prot
6ax4,C,5,59,A,1800,57,0,1,1.45,prot
6ay9,B,12,91,A,1700,63,0,0,2.5,prot
6aya,B,9,63,A,1676,29,0,0,2.4,prot
6aze,P,6,47,A,1366,45,0,1,2.45,prot
6b9l,E,11,92,A,1381,86,0,1,3.2,prot
6b9l,J,6,50,A,1381,37,0,0,3.2,prot
6b9y,D,12,103,B,1669,43,0,0,2.14,prot
6bae,D,14,104,A,1653,54,0,1,2.14,prot
6bah,D,13,112,A,1653,48,0,1,1.9,prot
6c0y,I,19,140,E,838,80,0,1,1.66,prot
6c0y,M,15,109,A,835,74,0,1,1.66,prot
6cez,P,14,127,H,1616,47,0,0,2.4,prot
6d29,C,10,85,A,2222,67,0,0,1.88,prot
6d2b,C,10,83,A,2222,74,0,0,2.04,prot
6d2r,C,11,91,A,2236,78,0,0,1.83,prot
6d2t,C,9,73,A,2222,66,0,0,1.9,prot
6d8c,N,7,55,H,2887,34,0,1,3.54,prot
6dr4,A,16,122,B,122,29,0,1,2.1,prot
6dr5,A,16,125,C,125,34,0,1,2.08,prot
6dr6,A,16,123,C,123,28,0,1,2.61,prot
6drt,D,9,72,A,1766,48,0,0,2.12,prot
6drt,E,11,88,B,1749,50,0,0,2.12,prot
6du2,C,6,49,A,1459,39,0,1,2.5,prot
6du3,C,7,53,A,1457,38,0,1,2.58,prot
6.00E+00,A,11,88,B,88,55,0,1,2.2,prot
6.00E+83,A,12,91,B,505,27,0,0,-1,prot
6.00E+86,A,8,68,B,505,29,0,1,-1,prot
6ef0,s,12,66,I,1913,17,0,0,4.43,prot
6ef1,s,15,87,K,1856,21,0,0,4.73,prot
6ef2,s,16,96,I,1958,28,0,0,4.27,prot
6ef3,n,15,123,1,1496,67,0,0,4.17,prot
6egw,B,18,136,A,2665,88,0,1,1.74,prot
6eh2,B,18,134,A,2700,79,0,0,1.76,prot
6eh3,C,18,137,A,2787,88,0,0,1.95,prot
6em6,C,18,132,A,2683,80,0,1,1.64,prot
6em7,D,18,137,A,2724,91,0,1,1.24,prot
6ema,C,18,136,A,2663,88,0,1,1.88,prot
6emb,D,18,139,A,2779,88,0,1,1.75,prot
6eqa,C,9,57,A,2254,53,0,0,3.16,prot
6eqb,C,9,57,A,2254,52,0,0,2.81,prot
6erf,Q,12,105,B,4168,68,0,0,3.01,prot-nuc
6erg,F,7,57,B,4278,43,0,0,2.9,prot-nuc
6erh,M,7,56,B,4301,41,0,0,2.8,prot-nuc
6evm,C,9,64,A,770,44,0,0,2,prot
6evn,C,9,53,A,770,40,0,0,1.48,prot
6evo,C,9,59,A,770,44,0,0,1.55,prot
6evp,C,8,50,A,760,44,0,0,1.68,prot
6ezi,B,8,60,A,630,55,0,0,1.5,prot
6f55,B,15,114,A,518,64,0,0,-1,prot
6f5p,H,10,50,A,5736,35,0,0,4.14,prot
6f6d,B,17,124,A,3609,108,0,0,1.82,prot
6f9i,X,9,74,A,2073,60,0,0,3.99,prot
6f9i,C,10,83,B,2098,63,0,0,3.99,prot
6fy3,Z,16,142,X,1381,50,0,0,2.6,prot
6g84,D,7,51,A,2831,38,0,0,2.47,prot
6g84,C,11,78,B,2922,55,0,0,2.47,prot
6g85,C,10,80,A,2913,56,0,0,1.53,prot
6g85,D,15,106,B,2879,57,0,0,1.53,prot
6g86,D,10,69,A,2879,49,0,0,1.74,prot
6g86,C,11,78,B,2947,66,0,0,1.74,prot
6gkf,I,8,58,A,1746,48,0,1,2.6,prot
6gkf,J,7,57,B,1729,48,0,1,2.6,prot
6gkg,I,6,47,A,1825,43,0,1,2.85,prot
6gkg,J,3,23,E,1807,22,0,1,2.85,prot
6gyt,C,9,58,A,1328,41,0,1,2.5,prot
6gzl,B,12,97,A,714,80,0,0,1.95,prot
6h6a,E,6,32,D,1388,30,0,1,2,prot
6h6a,H,4,20,G,1386,20,0,1,2,prot
6hbo,B,9,78,A,619,55,0,1,0,
6hm4,B,9,66,A,1465,50,0,1,1.77,prot
6hm5,B,8,60,A,1995,49,0,1,2.33,prot
6hpg,a,8,61,A,965,51,0,0,2,prot
6ma1,B,10,68,A,5508,62,0,0,2.75,prot
6ma2,B,14,97,A,5508,89,0,0,2.1,prot
6ma3,B,13,90,A,5508,86,0,0,2,prot
6ma4,B,14,97,A,5514,89,0,0,2,prot
6ma5,B,14,97,A,5508,87,0,0,2,prot
6mew,B,14,106,A,1248,77,0,1,1.78,prot
5xln,B,26,225,A,1352,94,0,0,1.9,prot
5yca,C,17,139,A,1635,67,0,0,1.57,prot
5yvj,C,15,114,B,4598,106,0,0,2.51,prot
5yvw,A,30,206,B,4508,132,0,0,3.1,prot
5z08,D,44,355,C,806,163,0,0,2.2,prot
6bd2,C,17,134,A,1836,70,0,1,2.9,prot
6bqt,C,18,154,A,1844,70,0,1,2.8,prot
6es5,A,45,335,B,393,114,0,0,-1,prot
6es6,A,45,335,B,392,129,0,0,-1,prot
6es7,A,44,329,B,387,177,0,0,-1,prot
6evv,L,33,263,H,2093,150,0,0,2.5,prot-nuc
6fj3,B,35,302,A,4538,183,0,1,2.5,prot
6g0y,H,13,109,F,1375,60,0,0,2.42,prot
6g0y,G,16,135,E,1284,68,0,0,2.42,prot
6gd5,B,21,168,A,896,98,0,0,-1,prot
6gym,Z,43,215,2,2160,31,2,0,6.7,prot-nuc
6h0f,C,32,244,B,2978,63,0,1,3.25,prot
6h0g,C,30,233,B,3232,63,0,1,4.25,prot
6hcs,B,19,150,A,1089,132,0,0,2,prot
6hcs,D,21,169,C,1106,148,0,0,2,prot
6hcs,F,18,139,E,1094,116,0,0,2,prot
6hep,E,15,131,B,1878,82,0,1,1.86,prot
6hg7,A,37,244,C,244,189,0,1,1,prot
6hma,Z,48,360,Q,854,45,0,0,2.65,prot-nuc
6hn5,A,21,163,B,200,69,0,0,3.2,prot
6hn5,B,25,200,A,163,80,0,0,3.2,prot
6hra,D,27,200,B,5047,60,0,0,3.7,prot
6hrb,D,27,200,B,5008,68,0,0,4,prot
6hwh,I,20,100,V,4354,18,0,0,3.3,prot
6hwh,J,35,175,Z,1441,69,0,0,3.3,prot
6i0y,4,38,302,G,1313,6,0,0,3.2,prot-nuc
6i0y,7,16,139,S,857,17,2,0,3.2,prot-nuc
6igk,B,21,184,A,3727,164,0,0,2,prot
6mem,U,30,150,L,3665,16,0,0,11.6,prot
6mem,V,41,205,R,770,30,0,0,11.6,prot
6mjc,B,28,222,A,858,134,0,0,1.79,prot
6mje,B,30,248,A,897,156,0,0,2.5,prot
6mlc,E,6,49,A,663,48,0,1,1.8,prot
5mtw,E,12,108,A,1072,38,0,0,1.84,prot
5xmy,P,7,56,A,505,52,0,1,1.7,prot
5y1j,U,10,85,A,1853,55,0,0,2,prot
5y2f,C,8,53,A,2315,50,0,1,2.53,prot
5yc2,B,14,112,A,1561,67,0,0,2.7,prot
5ykw,B,8,57,A,828,31,0,0,2.08,prot
5ylx,C,9,74,A,2211,67,0,0,2.2,prot
5ymv,C,9,59,A,2195,59,0,0,2.2,prot
5ymw,C,8,58,A,2195,58,0,0,2,prot
5yyf,B,7,52,A,1152,49,0,1,1.9,prot
5zia,C,9,68,A,1640,38,0,1,2.6,prot
5zoo,A,14,111,G,2920,52,0,0,1.85,prot
5zuj,I,12,91,A,1236,64,0,0,2.6,prot
5zwx,P,10,81,A,1202,64,0,1,1.9,prot
6a33,I,11,74,A,1223,53,0,0,2.1,prot
6a6w,B,17,132,A,1063,72,0,0,2.6,prot
6ad9,B,10,76,A,2039,54,0,0,2.2,prot
6bcr,C,9,79,A,1844,72,0,1,1.99,prot
6bcy,C,10,82,A,1844,73,0,1,2.3,prot
6bd1,C,7,51,A,1836,50,0,1,2.35,prot
6bd1,D,6,46,B,1844,39,0,1,2.35,prot
6bnt,B,7,57,A,1993,38,0,1,3.2,prot
6dix,A,6,49,B,49,42,0,0,1,prot
6dj0,A,6,40,B,40,35,0,0,1.3,prot
6dky,A,8,54,B,54,18,0,0,1.24,prot
6dqq,B,4,20,A,4157,20,0,0,1.85,prot
6dqu,B,6,44,A,4115,44,0,0,1.65,prot
6dtg,B,6,41,A,4162,41,0,0,1.9,prot
6dth,B,5,40,A,4098,40,0,0,1.96,prot
6e8k,B,3,29,A,1302,27,0,1,1.71,prot
6e8m,B,2,21,A,1302,20,0,1,1.61,prot
6.00E+99,B,18,138,A,2754,84,0,0,1.88,prot
6e9l,B,18,138,A,2763,92,0,0,2.8,prot
6emc,D,18,128,A,2674,83,0,1,0,
6emd,D,18,135,A,2696,90,0,0,1.91,prot
6eme,D,18,141,A,2759,88,0,1,0,
6ers,B,18,141,A,2671,88,0,1,1.82,prot
6ert,D,18,133,A,2645,81,0,0,1.8,prot
6eru,B,18,133,A,2665,83,0,1,2.15,prot
6erv,B,18,139,A,2697,86,0,0,2.06,prot
6erw,D,18,139,A,2760,89,0,0,1.89,prot
6esa,E,18,137,A,2737,91,0,1,1.31,prot
6ewa,C,9,70,A,2254,67,0,0,2.39,prot
6ewc,C,9,75,A,2254,71,0,0,3.2,prot
6ewo,C,9,74,A,2254,67,0,0,2.3,prot
6f7t,D,12,111,A,1651,45,0,0,2.6,prot
6f8f,G,10,68,D,1088,63,0,0,2,prot
6f8g,E,11,77,A,1123,64,0,0,2.03,prot
6f8g,H,9,61,B,1114,58,0,0,2.03,prot
6fy0,P,17,148,H,1694,71,0,0,2.57,prot
6g0o,B,11,98,A,1043,57,0,1,1.4,prot
6g0p,B,9,63,A,1047,51,0,1,1.3,prot
6g0q,B,10,84,A,1046,63,0,1,1.4,prot
6g0r,C,8,56,A,1049,47,0,1,1.25,prot
6g0s,D,10,91,B,1025,51,0,1,1.48,prot
6gbe,B,12,111,A,893,35,0,0,-1,prot
6gmg,C,8,61,A,2667,41,1,1,2.25,prot
6gxc,B,8,58,A,5808,58,0,1,3.4,prot
6hmz,A,11,85,X,1279,52,0,1,1.98,prot
6igl,B,15,130,A,3733,104,0,1,2.7,prot
6ijq,A,16,127,B,1379,45,0,0,-1,prot
6m8w,B,4,27,A,2697,26,1,1,1.1,prot
6m8y,B,4,29,A,2697,29,1,1,1.1,prot
6m9d,B,3,30,A,2692,30,1,1,2,prot
6m9f,B,4,38,A,2692,38,1,1,1.3,prot
6mce,B,17,152,A,638,95,0,0,-1,prot-nuc
6mcf,B,17,152,A,1213,127,0,0,-1,prot-nuc
6mil,B,7,61,A,1153,58,0,1,1.93,prot
6mim,B,6,52,A,1149,48,0,1,2.52,prot
6min,B,7,55,A,1127,47,0,1,1.9,prot
6mio,B,7,54,A,1145,47,0,1,1.85,prot
6miq,C,6,49,A,1141,44,0,1,1.75,prot
6mnl,A,16,123,B,1037,57,0,1,-1,prot
6msm,B,17,85,A,9466,53,0,0,3.2,prot
5z2w,B,35,276,A,1690,124,0,0,3,prot
5z7g,C,43,352,D,356,130,0,0,2.3,prot
5z7l,C,43,356,D,356,138,0,0,2.02,prot
5zz9,E,19,152,A,868,55,0,0,2.3,prot
6a0a,A,29,191,C,195,141,0,1,1.5,prot
6a0a,B,30,195,A,191,154,0,1,1.5,prot
6a0c,A,30,193,C,194,149,0,1,1.5,prot
6a0c,B,29,190,A,193,152,0,1,1.5,prot
6a22,B,15,110,A,1881,59,0,0,2.55,prot
6a9x,A,18,140,D,947,81,0,0,2.2,prot
6aaf,B,22,179,A,906,106,0,0,2.2,prot
6akl,C,19,160,B,394,40,0,0,1.75,prot
6c0a,B,23,208,A,548,60,0,0,-1,prot
6cxg,A,16,158,H,1641,59,0,1,2.3,prot
6cyt,C,31,242,B,2075,128,0,0,3.5,prot-nuc
6d02,A,26,202,C,195,49,0,1,2.5,prot
6d02,B,24,158,A,202,40,0,0,2.5,prot
6d02,Z,25,160,Y,194,47,0,0,2.5,prot
6d02,b,23,173,a,184,41,0,0,2.5,prot
6dlc,B,33,223,A,709,99,0,0,3.26,prot
6dmm,A,33,256,B,237,46,0,0,1.67,prot
6dmm,B,31,237,A,256,44,0,1,1.67,prot
6dmq,A,32,245,B,253,48,0,0,1.7,prot
6dmq,B,33,253,A,245,43,0,0,1.7,prot
6dno,B,22,187,A,2360,131,0,0,1.45,prot
6f14,B,18,135,A,2729,85,0,0,1.87,prot
6f4u,D,34,278,A,2736,252,0,1,1.9,prot
6f4v,G,35,286,A,2754,255,0,1,1.8,prot
6fhh,X,7,55,A,5770,31,0,1,2.7,prot-nuc
6fhh,Y,10,80,A,5770,56,0,1,2.7,prot-nuc
6fjt,L,28,229,H,2000,132,0,0,1.27,prot
6g5f,P,18,156,B,6959,63,0,0,2.5,prot
6g5g,P,18,156,B,7047,77,0,0,2,prot
6g5k,C,16,137,A,3586,68,0,0,2,prot
6g99,B,41,313,A,106,96,0,0,-1,prot-nuc
6giq,m,31,155,b,1879,28,0,0,3.23,prot
6gny,B,30,236,A,888,162,0,0,1.85,prot
6gny,D,31,245,C,902,168,0,0,1.85,prot
6h9u,B,40,295,A,2936,62,0,0,1.57,prot
6haw,I,46,322,B,3073,154,0,0,3.45,prot
6hom,B,25,198,A,2182,100,0,0,2.1,prot
6hon,B,25,198,A,2171,103,0,1,2.2,prot
6hqb,M,31,238,B,5783,112,0,1,4,prot
6hqb,I,40,311,B,5783,102,0,0,4,prot
6hu9,h,47,383,a,4162,177,0,0,3.35,prot
6hum,Q,39,293,F,4717,73,0,0,3.34,prot
6hum,P,42,319,D,3706,176,0,0,3.34,prot
6idx,C,25,209,A,3974,125,0,0,1.7,prot
6igz,J,41,336,F,1257,63,0,0,3.49,prot
6igz,M,31,238,B,5824,90,0,1,3.49,prot
6igz,I,32,243,B,5824,63,0,0,3.49,prot
6iu7,B,22,175,A,3220,122,0,0,1.9,prot
6iua,B,22,177,A,3220,106,0,0,1.7,prot
6iuh,C,34,257,A,959,98,0,0,1.8,prot
6j7w,C,39,290,A,879,76,0,0,2.6,prot
6mat,G,27,135,A,4454,31,0,0,4.5,prot
6mpn,B,24,178,A,178,27,0,1,1.4,prot
6ms4,B,46,376,A,1401,87,0,1,2,prot
6n38,K,21,105,I,4047,21,0,0,3.7,prot
6n38,L,18,90,I,4047,19,0,0,3.7,prot
6n4i,E,30,262,A,1823,38,0,0,3.54,prot
6n4q,E,30,262,A,2136,38,0,0,3.6,prot
6n4r,E,30,262,A,1984,32,0,0,4.2,prot
6n60,M,21,144,D,9578,66,0,0,3.68,prot-nuc
6n8c,A,17,137,B,137,28,0,0,-1,prot
6niy,P,19,142,R,2173,96,0,0,3.34,prot
6qjp,A,35,272,B,272,272,0,0,3.5,prot
6qjq,A,28,207,C,207,207,0,0,3.7,prot
6qjq,D,26,199,F,199,199,0,0,3.7,prot
5y44,B,11,100,A,1838,65,1,0,2.35,prot
